Meal_name,Street Food / Snacks,Prawn Stir-Fry with Rice,Fried Rice and BBQ Chicken,Grilled Fish with Plantain and Veggies,Ofada Rice and Stew with Assorted Meats,Chicken Suya Skewers,Egusi Soup with Pounded Yam,Grilled Beef Skewers with Spicy Sauce,Special Fried Rice,Coconut Candy,Pounded yam with Efo Riro,Ofada Rice with Sauce,Semovita with Egusi and Fish,Veggie Stir-Fry with Rice or Noodles,Spring Rolls,Okra Soup with Garri,Grilled Plantain with Spicy Sauce,Deep Fried Potatoes,Nigerian Puff Puff (Deep-Fried Dough Balls),Moi Moi (Steamed Bean Pudding),Bean Porridge with Plantain,Beef Suya Skewers,Okra Soup with Fufu,Chin Chin,Ogbono Soup with Eba,Chinese Fried Rice,Akara (Bean Cake),Fried Rice with Beef Stir-Fry,Grilled Fish with Plantain,Nigerian Salad,"Suya Platter (Beef, Chicken, and Innards)",Barbecue Ribs with Coleslaw,"Amala with Ewedu, Stew, Gbegiri Soup and Beef",Peppered Snails,Coconut Rice with Grilled Fish,Efo Riro and Semo,BBQ Chicken Wings with French Fries,Pounded Yam with Egusi Soup,Plantain Chips with Suya Dip,Jollof Rice with Grilled Chicken,Suya (Beef Skewers),"Assorted Suya Platter (Turkey, Beef, Chicken, Fish)",Fisherman's Soup with Eba,Vegetable Stir-Fry with Rice,Chicken Wings,Nkwobi,Smokey Jollof Rice,Turkey Suya,Coconut Rice with Sauce and Fried Plantain,White Rice and Beans with Beef Stir-Fry,Plantain and Beans Porridge,Chocolate Cake,Vegetable Soup with Amala,Jollof Spaghetti with Grilled Chicken,Vegetable Stir-Fry,Donut,Bread and Ewa Agoyin,Garri with Afang Soup,Fruit Salad,Plantain Mosa (Sweet Plantain Fritters),Plantain Chips,Fish Suya Skewers,"Amala with Stew, Ewedu and Assorted meats",Veggie Suya Skewers,White Rice with Beans and Assorted meats,Starch with Banga Soup,Afang Soup with Fufu,Sweet Plantain Fritters,Coconut Curry Shrimp,Chocolate Bread,Salad,Ofada Rice with Assorted Meats,Stir Fry Pasta,White Rice and Beans with Grilled Turkey
Nigerian Salad,0.23301908877804273,0.38057532084937884,0.2501103087083411,0.23496476602231517,0.2768433650482094,0.28231126085439273,0.21854414869177496,0.20612498153313938,0.25274068435969627,0.27334449558360824,0.22029370000915371,0.26708427738411294,0.2562459827034403,0.31261929096048147,0.2549976258120201,0.38314134646203846,0.5429845421086263,0.2432278840419482,0.17112439293644788,0.16889124045375054,0.4007747237653573,0.28231126085439273,0.3956364983925021,0.20194657445124575,0.22555150650715053,0.29052779078877033,0.23616800603170024,0.2295411485690683,0.2526704099541028,1.0000000000000002,0.22507437477959527,0.22332511438183364,0.24056311455173848,0.2514443191159078,0.2427376302206337,0.22190065942518988,0.19650932784425165,0.26782540771939006,0.2437294488207676,0.26973656923966993,0.2403558547668046,0.19379276170054419,0.3821795312960603,0.3870074861388365,0.2846758435157855,0.30636600036786227,0.2351483452441117,0.2967972128522624,0.2565109718793593,0.2447693282989327,0.39735613249392693,0.2685940384763627,0.28476573091605706,0.2547308835003887,0.5801341573621894,0.3063660003678624,0.2440569723868185,0.24356405369540385,0.5353439158668115,0.19000729963516677,0.287921643020783,0.24776871109906473,0.22938431114589558,0.572797036076435,0.25096766038160245,0.23549540200338878,0.22931337650256456,0.25507553766519886,0.3559024744155793,0.2685940384763627,0.6643709523900262,0.2322219768745274,0.25576054757743544,0.23218092115872946
"Suya Platter (Beef, Chicken, and Innards)",0.1742508071887639,0.1882651777542944,0.2989347834625554,0.4196712160349986,0.2868576564971613,0.4189405366281006,0.17659226818416135,0.46916806459942817,0.19883330876201236,0.20440599628907935,0.17240835335107474,0.20902804060144814,0.2005456712057239,0.15230021400276836,0.1906862753689981,0.20453666819911526,0.2619524297610403,0.1818849062854898,0.12026505169513986,0.11416712817123066,0.19524731186240257,0.4189405366281006,0.19274409838035544,0.1510148966407393,0.1822544889208072,0.3026793706973837,0.15964488710087119,0.2710312103524021,0.4781535460511092,0.22507437477959527,1.0,0.3439683423441257,0.33664364649939427,0.20630162670400598,0.26808124767450625,0.17506492788892303,0.37699218119932915,0.27403330941042725,0.25495978509247746,0.4298021122605891,0.3951808291646799,0.5166030511199544,0.1890587577589719,0.20660057316679045,0.36320277859344025,0.22909935464619127,0.17584305724806193,0.34609091280777965,0.20876754392211644,0.302730065305641,0.22474986008521886,0.2203723959861234,0.21093068961683706,0.37862799772494893,0.18292708364882485,0.2290993546461913,0.1920017565397104,0.19062041915584715,0.2181546931868779,0.14230534637862113,0.23623004698347067,0.2641466796659752,0.18668986710914492,0.28484924914355125,0.20425598826388047,0.18430565413112848,0.18529422784349528,0.19074453756278306,0.17303677845295085,0.2203723959861234,0.24877392931908676,0.17340426632181233,0.19125678542524566,0.2581019406830164
Barbecue Ribs with Coleslaw,0.1727328545390473,0.19774212261072568,0.18514260106979852,0.4243247243569526,0.2881043504168567,0.1889837216044376,0.19447478284670727,0.3930431679953548,0.18708972029250287,0.20262535246486538,0.17186794990677623,0.20837285498601574,0.1999170730586372,0.1604160285966219,0.1890251482750651,0.2148326918651114,0.27332125426233167,0.18030045063851874,0.1193303611406461,0.11305852650278052,0.20565170290938262,0.1889837216044376,0.20301509751687663,0.1496993591910094,0.20071038511577705,0.303191275635826,0.15809468091600393,0.18053618366624574,0.49470704749454936,0.22332511438183364,0.3439683423441257,1.0000000000000002,0.2503483507365811,0.20498249266021756,0.27971606495670887,0.164332722604497,0.30281882509637426,0.28581442902457266,0.17407935948121783,0.327741069871471,0.17826573767094234,0.12972800736085452,0.19857565006629774,0.21700049025482498,0.23207350322803125,0.22710359934356691,0.17431123401584694,0.22001042946330207,0.19912419192747877,0.20664616712510564,0.21266067825194468,0.2189632906169563,0.21040439326438368,0.2815690038472459,0.1811507994119675,0.22710359934356691,0.18066165649176477,0.19002293110458257,0.2167597682549096,0.140923513035243,0.23471954460828207,0.16586038041460374,0.17806632310157036,0.17885973385509618,0.19482103321849267,0.18372795932481395,0.2040579414554688,0.18908290292886865,0.17193034653124686,0.2189632906169563,0.24660678271424347,0.18264467930787315,0.18959068844184385,0.2591364519902791
"Amala with Ewedu, Stew, Gbegiri Soup and Beef",0.1706947113616504,0.17826822169830697,0.1916146123920533,0.2647595061817265,0.4506500115972022,0.20557419777918812,0.2434750069753272,0.31629933789680287,0.19362979686598739,0.20023449589738737,0.17574354191244293,0.2130716261729636,0.20442516785212617,0.157509640960312,0.18679476588868377,0.27655357389621504,0.1992019665231738,0.17817301440566574,0.11765554246268617,0.12298369240793079,0.20192574377705144,0.31603644075878895,0.2857900548591953,0.14793299732308304,0.2512817430659072,0.3110830619929158,0.17197347436352473,0.2705551273262531,0.2832445450080155,0.24056311455173848,0.33664364649939427,0.2503483507365811,1.0000000000000002,0.18445827311243182,0.18745636712825664,0.1706630851574624,0.22167898370615474,0.3722632386726986,0.1858848911366192,0.20787347632284459,0.28078451202596866,0.2169434349423442,0.25562592563463216,0.19563000029863228,0.20883675032459523,0.2244239142726544,0.17225446691556887,0.21741443950549444,0.21085986262746845,0.2853882721854732,0.20213784495574677,0.19703921997460427,0.4435717948175565,0.2032164682829513,0.19705364012314708,0.22442391427265443,0.18697702788417175,0.2668210776526602,0.1950563290242951,0.13959643059373386,0.21121785232628745,0.18042090798937088,0.571241230266485,0.19456144682779444,0.20630309106968875,0.2579819804747172,0.2554727558606057,0.18685183907251487,0.15471552914201994,0.19703921997460427,0.24369697187929762,0.17933555713085556,0.1873536330236553,0.1860883215326647
Peppered Snails,0.3320355230228012,0.21232145792193166,0.2092466006556816,0.19683479880635474,0.2122771362292301,0.2118640170280504,0.20005404914789515,0.1719502715074408,0.21144721832048713,0.2276633017736872,0.18477407922205893,0.22402025762102057,0.21492950323323992,0.17014386310584514,0.36335336516878897,0.23067209830597543,0.19786334141618342,0.20257976311610076,0.1343554283624533,0.1267465439922256,0.21812268694971781,0.2118640170280504,0.21532619441158918,0.16819736509892025,0.20646854394533376,0.21803021469462627,0.17723523425864182,0.19148413028352623,0.23191753689339717,0.2514443191159078,0.20630162670400598,0.20498249266021756,0.18445827311243182,1.0,0.2024926872573195,0.18538627657971435,0.16392885532475482,0.202889502522711,0.18463575596677778,0.24758198144176385,0.19984840472391052,0.14543420209515942,0.21321644055005576,0.23299972637281322,0.4333948386677678,0.2551662693848253,0.19585047275451228,0.4229147848697477,0.2158713373228738,0.2237835006453185,0.24137760069132824,0.24728421830267136,0.2268683151258227,0.2136586949433874,0.2030827614433054,0.43654962218757193,0.20418227502094247,0.204292377636266,0.24479569018786346,0.1579851497889558,0.4383362932550038,0.1859411284850757,0.19304241703641212,0.2005143161400143,0.21120626565965905,0.19752469573299958,0.2099121379717837,0.2124474428598665,0.1941679869017935,0.24728421830267136,0.2770794163195644,0.1937204878155435,0.2130179742621343,0.19450271492455276
Coconut Rice with Grilled Fish,0.1876545138693993,0.32686434491284316,0.4246277971650608,0.5138316554857195,0.3470613342528897,0.3383901655943803,0.19640309778133838,0.3764512856891507,0.4732281396397954,0.4154001228819997,0.18726244479925377,0.49620103786250847,0.416301901947037,0.32338186609967423,0.20535422982099752,0.3092039105147252,0.29873698787444336,0.19587584252743548,0.1559538945981048,0.18476615988180217,0.26634787171893937,0.3383901655943803,0.2629330970055682,0.16263125246505528,0.20270052917193146,0.3697317401784795,0.2583665999739567,0.5815978644245218,0.5388538209513104,0.2427376302206337,0.26808124767450625,0.27971606495670887,0.18745636712825664,0.2024926872573195,1.0000000000000004,0.2137720646968615,0.2795310949258581,0.2081056137515001,0.2737856003228297,0.488402475786855,0.23535004217259664,0.32371619884816943,0.1985842193418838,0.45401221692349397,0.22925463877425364,0.24672211691594573,0.4195346559163056,0.2390161981477633,0.6014460046622621,0.333297130429991,0.30800102140293056,0.21630366843684104,0.26741008954602374,0.43633430031856174,0.19669557759380538,0.2467221169159458,0.19654352246356135,0.207043597516964,0.21412691100389253,0.18605007989351344,0.23186854019933398,0.41387895320072915,0.19420055929215813,0.194207912816852,0.4459396364262852,0.20018477476344193,0.20608127821038807,0.2054169736546019,0.32297419157382906,0.21630366843684104,0.26791009765126506,0.36819249138923266,0.20596862460624957,0.6396162650484437
Efo Riro and Semo,0.17171365145028683,0.17021630869473164,0.1943029698457665,0.21315251820959547,0.19640144280863764,0.1879648751200507,0.16053638549556515,0.18152835573079606,0.19634642740458416,0.20142976992415837,0.48138114805681126,0.20655488409032594,0.19817287552198362,0.17962132561071997,0.1879098131786269,0.18492786116299376,0.1746152233253808,0.2966919672052889,0.1418393805390853,0.11244900690352934,0.23027269664911246,0.1879648751200507,0.22732043209140307,0.14881606429218946,0.16568379347829287,0.19343550005495908,0.15724236301008032,0.20215030202732723,0.1859263186958865,0.22190065942518988,0.17506492788892303,0.164332722604497,0.1706630851574624,0.18538627657971435,0.2137720646968615,1.0,0.17306012548312025,0.17905083144664283,0.1629418240449894,0.19848437078761935,0.5110662677301657,0.12902861948181388,0.1709338086629225,0.1867939008060385,0.2098874011039133,0.37370851492619533,0.17328271776403892,0.2187122669923181,0.20659464248986503,0.1895022679281717,0.20482995182416608,0.19803051776917713,0.2422599887985809,0.19700114372505131,0.18017418167178423,0.22576358391606033,0.29705702480554996,0.1883650560503439,0.19603765096012185,0.169446750479736,0.2122804823509722,0.16496619617455466,0.18474675530159484,0.17789546767656217,0.2021300441582675,0.18212500541414542,0.1684471573815734,0.1879672270534761,0.1554938978487395,0.19803051776917713,0.24515168955711159,0.4732717385403147,0.31197944385835397,0.21062710321643094
BBQ Chicken Wings with French Fries,0.1519165460826882,0.16008992276802034,0.4271666057825028,0.40536534984401806,0.25511124564559967,0.2739452631617733,0.15899900108796106,0.3763505227164519,0.16477401926102603,0.17820665198519706,0.15159914482367126,0.18379893771631817,0.17634036670467026,0.16819409467834284,0.16624542983063165,0.17392626616250417,0.24184385682625434,0.15857215925279672,0.1262531687992139,0.09938108275677365,0.21562310382886246,0.1661211007910296,0.21285865777633162,0.13165885355034734,0.16409711467086918,0.2681048094237319,0.13896891330113625,0.18928981245872017,0.4239450921182973,0.19650932784425165,0.37699218119932915,0.30281882509637426,0.22167898370615474,0.16392885532475482,0.2795310949258581,0.17306012548312025,1.0000000000000002,0.2529473029245393,0.15331550919665723,0.37886695134931114,0.1905286730920796,0.18804991675583133,0.16076473774535444,0.17568129272034622,0.520697459004772,0.19973498676490775,0.15330471256186257,0.19349662596282885,0.17580805696171875,0.16856736146830556,0.17168562915532412,0.17510959654724487,0.2164830269937824,0.33915092541569924,0.1592357794206145,0.19973498676490775,0.15911268251383343,0.16761306496043998,0.17334739288875203,0.15061766942361712,0.18771020768961005,0.14579514435515228,0.15721592626076383,0.15722187933937626,0.17200876987308472,0.16206047450352407,0.16683401508698234,0.16629622438010783,0.1374963516966035,0.17510959654724487,0.21688781077859726,0.1915005423881371,0.16674281586085346,0.25743101969337284
Pounded Yam with Egusi Soup,0.1880222514738115,0.19813817844916048,0.20181309439822853,0.29277395186071586,0.33466058736864884,0.22779592504893179,0.75276636955699,0.2653245966293366,0.2039355349020654,0.22056067490916326,0.49285871007175086,0.22748206814224764,0.3957724349021764,0.17486010747982317,0.20575665271492713,0.31538856239443186,0.22271538164421023,0.1962596910776675,0.12995731530525242,0.13627772493165527,0.2241688638519293,0.22779592504893179,0.3257397487815762,0.16294995317707583,0.2877501369706884,0.35466382093105486,0.19056310130221915,0.19679190886378553,0.32337092562264486,0.26782540771939006,0.27403330941042725,0.28581442902457266,0.3722632386726986,0.202889502522711,0.2081056137515001,0.17905083144664283,0.2529473029245393,1.0,0.207826384417588,0.23104326477327658,0.19394226114760044,0.15637067145589845,0.2915221526911387,0.2174351184967693,0.22970389816015832,0.24720560648600387,0.18974034073772067,0.23948458679619053,0.21759201054496163,0.20863043325787134,0.2124898134658189,0.2167275484236123,0.32432079967285754,0.21696038705802617,0.21835433007174784,0.24720560648600387,0.19692867943433254,0.29505319356962245,0.21454652530289925,0.15331619594432802,0.23232292192324377,0.19992366784158624,0.194581124869703,0.2155927409071125,0.212889754399594,0.2852788388838231,0.2925493893596855,0.20581951950463095,0.1701748379755748,0.2167275484236123,0.26843510829703443,0.1990902563402888,0.20637225150034857,0.198051419202839
Plantain Chips with Suya Dip,0.171106095228149,0.18031190332159244,0.2655071057756538,0.2664333997424699,0.21391890801619082,0.3206824674589338,0.17908318035699133,0.16081758992607173,0.18558767795744965,0.200717072308054,0.17074860098903366,0.20701575536481204,0.27781508926531057,0.15912813492829778,0.18724495179321482,0.2819365901012632,0.29546589406862644,0.1786024214036168,0.1182651978365035,0.2958794266287499,0.30628922382675994,0.3206824674589338,0.20138519892785436,0.14828952417699695,0.1848252692254823,0.21333477912823834,0.41374113911994104,0.2589011893320862,0.2942775972518853,0.2437294488207676,0.25495978509247746,0.17407935948121783,0.1858848911366192,0.18463575596677778,0.2737856003228297,0.1629418240449894,0.15331550919665723,0.207826384417588,1.0,0.21025655503133384,0.28344430868613,0.22013270320755882,0.18107195848839605,0.2847815094695249,0.20903768976696632,0.22496478854375385,0.2570712905739084,0.3457437001352551,0.28035152029721133,0.18986018144497907,0.3792463532049092,0.1972288080184968,0.20910369415377986,0.1974406984157265,0.19870922990164844,0.2249647885437539,0.17921122160978814,0.18878534165062347,0.19524400916164714,0.2980948997234796,0.5763537742249836,0.2814449604096677,0.17707487396082525,0.30350328745115424,0.19373629612380147,0.18253136803166803,0.18790788501227437,0.29030653805216605,0.1548643939950863,0.1972288080184968,0.24428429530452864,0.18117832380654614,0.1878051658294525,0.25404535322648714
Jollof Rice with Grilled Chicken,0.20863021925369107,0.30947056415688656,0.42283307836589895,0.4116648584163546,0.3110719520942035,0.3739851239600896,0.23489055798270647,0.3779662928900909,0.5108598252255615,0.24473498005873018,0.20758557002615535,0.5360087112783705,0.24146386566749606,0.25700572696087776,0.22830837963239622,0.25947925035041247,0.33012291353382145,0.2177705141771399,0.14412961260225832,0.13655436445903374,0.24839026705357015,0.2282583436655906,0.24520572197908547,0.1808098998508544,0.24242204394145178,0.3216437555006505,0.19094993844898311,0.36042602213388336,0.4807333714227911,0.26973656923966993,0.4298021122605891,0.327741069871471,0.20787347632284459,0.24758198144176385,0.488402475786855,0.19848437078761935,0.37886695134931114,0.23104326477327658,0.21025655503133384,1.0000000000000004,0.215312946891075,0.2567223488988871,0.23984366797117151,0.33961031294117944,0.4404431803242879,0.27430029944673956,0.4923969796810806,0.26573302606222643,0.4925760700119779,0.4454132047337314,0.2568558485804005,0.264468270682104,0.25413066214780283,0.8551541550396212,0.21879758254534454,0.27430029944673956,0.2182067858786616,0.2295135218217343,0.2618068120108454,0.1702102561843374,0.28349899146535873,0.20032950664621268,0.2150720899594769,0.21603038744091466,0.48193129106777877,0.2219103281727111,0.24646528988315597,0.22837813686600478,0.20766093392538995,0.264468270682104,0.29785663696936976,0.292618692731088,0.22899145043155994,0.4446547536157365
Suya (Beef Skewers),0.18541362330309616,0.18464816594148492,0.20022416478079197,0.22541733898745994,0.20321876836467373,0.49786719255058776,0.17511255562363962,0.43110110954185604,0.20232989473079757,0.2175006073617849,0.17696701715770272,0.21455496864605275,0.20584831620599145,0.19775215539751145,0.20290197675834762,0.2006070432209133,0.18913774914588669,0.3334831606089673,0.15615653167286256,0.12101543314737681,0.2535162344266857,0.6385420073043526,0.25026597069766743,0.16068917906687077,0.18072733113954845,0.20817152120616533,0.16922117138043566,0.3413608005306272,0.2016901553717576,0.2403558547668046,0.3951808291646799,0.17826573767094234,0.28078451202596866,0.19984840472391052,0.23535004217259664,0.5110662677301657,0.1905286730920796,0.19394226114760044,0.28344430868613,0.215312946891075,0.9999999999999972,0.3255794196492174,0.18542649942906583,0.2026312957752339,0.22626088109724976,0.4200501209317863,0.18710787572844773,0.38420523192849626,0.20699359169744652,0.3106630350435222,0.21062016563856134,0.2134790330383637,0.257596045206991,0.20463120202319404,0.19389994840675448,0.24377586610164312,0.3234113226003678,0.19566062972987017,0.21133070113394842,0.1857317716796641,0.2288406484803752,0.4369500253848966,0.18510351465770652,0.4711961051395179,0.20252037190333133,0.18917889547073802,0.18374159929893036,0.20296397133171867,0.16762409819483715,0.2134790330383637,0.26471082896294623,0.5453787020015022,0.35066635596144685,0.22274661132081136
"Assorted Suya Platter (Turkey, Beef, Chicken, Fish)",0.13492968532779087,0.13437264470103386,0.2343711624996837,0.29895791645499864,0.36107646968754026,0.6692959228423668,0.12743336550097187,0.1972516319903438,0.14724003847227382,0.15828010901849932,0.12878289908316493,0.1561365011329376,0.3213844826933261,0.11835729562603774,0.14765635549679385,0.14598628047998663,0.15249691664206688,0.14084108743548118,0.09346176149630127,0.09825063839607834,0.15173283873302718,0.6692959228423668,0.14978751265420526,0.1169371483109993,0.13151936457726032,0.16901137584228737,0.1373881635246652,0.21965977062759512,0.33418470590282784,0.19379276170054419,0.5166030511199544,0.12972800736085452,0.2169434349423442,0.14543420209515942,0.32371619884816943,0.12902861948181388,0.18804991675583133,0.15637067145589845,0.22013270320755882,0.2567223488988871,0.3255794196492174,1.0,0.13493905557574984,0.14745937482609056,0.27715269887621474,0.17740120880888435,0.13616263111972343,0.46276583530651566,0.15063391618721092,0.22607651376768587,0.1532730560302022,0.1553535184675207,0.15818702765929876,0.23419949626387052,0.1574244971939205,0.17740120880888435,0.14218113753510225,0.14238666355886878,0.15379012877328802,0.1097707840785995,0.16653251330507285,0.677249735813717,0.2961071389026962,0.24588891431099477,0.32396860753669515,0.13766975900577996,0.13371291566047358,0.14770147034934875,0.12198384573829975,0.1553535184675207,0.19263605456025074,0.3339014396736374,0.14809812528602884,0.2624202108763392
Fisherman's Soup with Eba,0.17967136574885628,0.4858779895221959,0.19257959975985145,0.1910312756066069,0.2060183075447029,0.19657501438034325,0.2794219884864738,0.16863132637248263,0.19460493287295688,0.21076461631956636,0.1787717187364953,0.21674299044170897,0.20794754795671752,0.1668597848560838,0.1966181051201445,0.31762217681977245,0.3119887600114852,0.1875429448428056,0.12412374599296302,0.11759997784159748,0.21391253232577206,0.19657501438034325,0.30939183617265054,0.15571263723599912,0.464980479491023,0.20229623316955705,0.16444519089092546,0.1877881470375871,0.22466882440891886,0.3821795312960603,0.1890587577589719,0.19857565006629774,0.25562592563463216,0.21321644055005576,0.1985842193418838,0.1709338086629225,0.16076473774535444,0.2915221526911387,0.18107195848839605,0.23984366797117151,0.18542649942906583,0.13493905557574984,1.0000000000000002,0.22571718945015268,0.24139567073313295,0.23622613063061343,0.1813131471981547,0.22884803499688594,0.2071228175596434,0.2149469432043749,0.22120305140888902,0.22775883359884444,0.3077673271967036,0.2067180216989328,0.3179783743658048,0.23622613063061348,0.187918659984794,0.28004018437210637,0.22546679788100957,0.14658427385303907,0.244148001028874,0.17252283100537874,0.1852190745698814,0.31395681164731704,0.20264680513953465,0.2707631721316552,0.2931911013516215,0.1966781797223672,0.4510461613867082,0.22775883359884444,0.2565127379585073,0.1899813389038227,0.19720636248682852,0.1887679514308828
Vegetable Stir-Fry with Rice,0.19634217206006258,0.53877479645373,0.37158218691806544,0.20875611106798964,0.2927502207476068,0.2148142256018906,0.2210558111653269,0.184277782713706,0.351510403672201,0.23032040964965375,0.1953590513064683,0.37543091815075946,0.3166804946717826,0.553635110497461,0.2148613145156581,0.45067477944258,0.3168316452507312,0.2049441155606697,0.1356405668255181,0.19235827151828241,0.3492722263667227,0.2148142256018906,0.34479430071639683,0.17016043310346596,0.22814370244622406,0.3026993587528242,0.268982981628449,0.6787949518224324,0.24551471958134613,0.3870074861388365,0.20660057316679045,0.21700049025482498,0.19563000029863228,0.23299972637281322,0.45401221692349397,0.1867939008060385,0.17568129272034622,0.2174351184967693,0.2847815094695249,0.33961031294117944,0.2026312957752339,0.14745937482609056,0.22571718945015268,1.0,0.263793566215159,0.2581443703733518,0.3642918887935739,0.2500816981920883,0.34919434500486773,0.5390731154284849,0.4516300301890527,0.248891435250573,0.42630641169970973,0.2919822706306758,0.8128165585983623,0.25814437037335186,0.20535469142926405,0.21599547540540026,0.24638673301600544,0.16018509459310395,0.2668012714565601,0.18853036057451328,0.20240462500205988,0.31694510169977386,0.3416481062867531,0.20884009992344654,0.2319488064872735,0.21492696313939347,0.1954299763705534,0.248891435250573,0.28031327040862974,0.27538383423896745,0.5024310517052933,0.41354685861876833
Chicken Wings,0.37591818708041325,0.24038240491154247,0.37883841642306754,0.2228489893129342,0.2403322255505603,0.4037474216392381,0.22649370401433927,0.1946756592324706,0.23939262356809762,0.2577518660906304,0.2091942941774912,0.25362734790397157,0.24333513616247934,0.1926305112757923,0.411375075354328,0.2611583128690192,0.22401346674505282,0.2293532228012683,0.15211218545118574,0.1434976914593363,0.24695033920697607,0.23986450745900853,0.243784255061681,0.1904267591132004,0.23375595485225414,0.2468456455821108,0.20065909617961486,0.21679116275131124,0.2625683518059418,0.2846758435157855,0.36320277859344025,0.23207350322803125,0.20883675032459523,0.4333948386677678,0.22925463877425364,0.2098874011039133,0.520697459004772,0.22970389816015832,0.20903768976696632,0.4404431803242879,0.22626088109724976,0.27715269887621474,0.24139567073313295,0.263793566215159,1.0000000000000002,0.288889696252858,0.2217345722122097,0.4788082846389332,0.2444014454545769,0.25335930052074496,0.2732786818339101,0.27996593313768364,0.25685181197383705,0.3784247152375975,0.22992269867404785,0.4942451369341047,0.23116752677862162,0.23129218083722494,0.27714851478165725,0.17886487130539191,0.4962679390200484,0.21051558365637835,0.2185553966675,0.22701480106948324,0.23911982598726636,0.22363006478213607,0.23765466307382924,0.2405250403411397,0.21982972472545734,0.27996593313768364,0.3136989407395334,0.21932308301528192,0.2411709746329301,0.2202086912599268
Nkwobi,0.2579078326041827,0.2352345641140823,0.2755532488390747,0.23948199919592175,0.2582701497704879,0.2584325570080819,0.22265074599977658,0.20950847936882183,0.27845120438573434,0.3025403917762421,0.2420606664106902,0.293474566765775,0.28156535268906707,0.20730750652929358,0.28223389481637845,0.25556555154325683,0.24108160702232312,0.4418333847969735,0.1637019892111436,0.15460593032894043,0.26576609654669503,0.2584325570080819,0.2623587806169599,0.22351646636199468,0.2297897769663808,0.2659541090504919,0.21619223228134565,0.23330901781813676,0.256945394193691,0.30636600036786227,0.22909935464619127,0.22710359934356691,0.2244239142726544,0.2551662693848253,0.24672211691594573,0.37370851492619533,0.19973498676490775,0.24720560648600387,0.22496478854375385,0.27430029944673956,0.4200501209317863,0.17740120880888435,0.23622613063061343,0.2581443703733518,0.288889696252858,0.9999999999999997,0.26026451472452766,0.3284980912555271,0.28087770916572175,0.24957840075908014,0.2680514614834858,0.27256984376499166,0.2757940406630044,0.2799005482813437,0.24772114708420273,0.33908891993715934,0.4268152541791398,0.26763033690363697,0.26982685545739254,0.19271090391842738,0.2921835410045445,0.22681171612546303,0.2511742065501905,0.2445881474527598,0.2748078220834092,0.2587644310446691,0.2336223351284134,0.28232012842622095,0.21402230282729312,0.27256984376499166,0.3682091690376343,0.3956985024181601,0.46459947994357703,0.23664463449367748
Smokey Jollof Rice,0.19795473384627815,0.24510789901993982,0.5510856866832862,0.1838121585262567,0.2638987591897307,0.19835748113265442,0.17089348826680908,0.16080626498708736,0.3485661975317544,0.2322120353115768,0.1857913903201239,0.35983345124626903,0.4801428771218507,0.21692628755638582,0.21662597435153902,0.2905173874519769,0.1850399224849406,0.20662732526338085,0.1256479238229722,0.18067128354970424,0.2039862705062028,0.19835748113265442,0.20137101717639772,0.17155796379730284,0.17637298441333882,0.2834087307119469,0.2526405553567243,0.3967265672653491,0.19721602328650728,0.2351483452441117,0.17584305724806193,0.17431123401584694,0.17225446691556887,0.19585047275451228,0.4195346559163056,0.17328271776403892,0.15330471256186257,0.18974034073772067,0.2570712905739084,0.4923969796810806,0.18710787572844773,0.13616263111972343,0.1813131471981547,0.3642918887935739,0.2217345722122097,0.26026451472452766,1.0,0.2521356236718018,0.3348946526203127,0.25409793397576547,0.3016656573280392,0.20920842276174248,0.21168312479917,0.4551366225461793,0.19013603908031446,0.26026451472452766,0.20637948435795642,0.20541715067745495,0.20710306785688543,0.1479134437649852,0.2242627318053763,0.17408720179406234,0.19278640243160525,0.18773133464803543,0.3276574363530857,0.19861220793144813,0.1793146284233519,0.21669216214860038,0.16427080777482853,0.20920842276174248,0.282615488334037,0.24698549497078065,0.2172740928203318,0.38291936913676633
Turkey Suya,0.41006803513029394,0.22788743826581676,0.2669468418480627,0.23200221240050298,0.2502035490974087,0.40730504660278666,0.2156966529342813,0.20296486121475268,0.26975428499836535,0.2930910902208567,0.23450033961206604,0.28430841984593874,0.27277116851588357,0.2008326317782253,0.4487459629508186,0.24758342410062878,0.2335518593716501,0.2607988339174797,0.15858905386987976,0.14977709392348773,0.2574653735433193,0.40730504660278666,0.25416447895959193,0.21653533408789252,0.22261270918990356,0.2576475138168524,0.20943985920228503,0.2260220329232906,0.24892016986331716,0.2967972128522624,0.34609091280777965,0.22001042946330207,0.21741443950549444,0.4229147848697477,0.2390161981477633,0.2187122669923181,0.19349662596282885,0.23948458679619053,0.3457437001352551,0.26573302606222643,0.38420523192849626,0.46276583530651566,0.22884803499688594,0.2500816981920883,0.4788082846389332,0.3284980912555271,0.2521356236718018,1.0000000000000004,0.2721050022933923,0.24178327113477674,0.25967935924269636,0.2640566180316668,0.26718011297519223,0.27115836126062925,0.2399840254169055,0.539144258354058,0.26048601653454484,0.2592713877268865,0.2613993019991951,0.18669192763084838,0.4842675314583199,0.35746872482343894,0.24332923482032384,0.38548543554293785,0.2662246971479283,0.25068239239061324,0.22632556433446804,0.27350237019899054,0.20733770356727496,0.2640566180316668,0.3567088220814244,0.22866176121294776,0.2742368656991135,0.43766218942437235
